Nombre,Marca,Tipo,Sexo,Rating/5,Reviews,Vol(ml),Precio,Lista_deseos,Concentracion,Formato,Fam_olfativa,Notas_Corazon,Notas_Fondo,Notas_salida,Vol(ml)_num,Precio/ml
212 Men EDT,Carolina Herrera,Colonias para hombres,Hombres,4.86,96,50,37.94,3000,EDT,Vaporizador,Floral Amaderado,"Jengibre, Violeta, Salvia, Gardenia","Almizcle, Vetiver, Sándalo, Ládano, Incienso, Madera de Gaiac","Bergamota, Pomelo, Lavanda, Toronja, Notas Especiadas, Notas Verdes",50.0,0.7587999999999999
212 Men EDT,Carolina Herrera,Colonias para hombres,Hombres,4.86,96,100,64.75,3000,EDT,Vaporizador,Floral Amaderado,"Jengibre, Violeta, Salvia, Gardenia","Almizcle, Vetiver, Sándalo, Ládano, Incienso, Madera de Gaiac","Bergamota, Pomelo, Lavanda, Toronja, Notas Especiadas, Notas Verdes",100.0,0.6475
212 Men EDT,Carolina Herrera,Colonias para hombres,Hombres,4.86,96,200,65.95,3000,EDT,Vaporizador,Floral Amaderado,"Jengibre, Violeta, Salvia, Gardenia","Almizcle, Vetiver, Sándalo, Ládano, Incienso, Madera de Gaiac","Bergamota, Pomelo, Lavanda, Toronja, Notas Especiadas, Notas Verdes",200.0,0.32975
Ralph EDT,Ralph Lauren,Perfumes de Mujer,Mujer,4.86,92,50,24.94,3000,EDT,Vaporizador,Floral Frutal,"Fresia, Magnolia","Almizcle, Iris",Manzana,50.0,0.4988
Ralph EDT,Ralph Lauren,Perfumes de Mujer,Mujer,4.86,92,100,39.95,3000,EDT,Vaporizador,Floral Frutal,"Fresia, Magnolia","Almizcle, Iris",Manzana,100.0,0.3995
One Million Estuche,Rabanne,Cofres de perfumes para hombre,Hombres,4.83,65,EDT 100 ml + Desodorante 150 ml + Mini,77.95,2000,EDT,Pack de productos / Set / Cofre,Amaderada Especiada,"Especias, Rosa, Canela","Pachulí, Ámbar, Cuero, Madera Blanca","Mandarina, Menta, Pomelo",,
One Million Estuche,Rabanne,Cofres de perfumes para hombre,Hombres,4.83,65,EDT 50 ml + DEO 150 ml + Mini,58.95,2000,EDT,Pack de productos / Set / Cofre,Amaderada Especiada,"Especias, Rosa, Canela","Pachulí, Ámbar, Cuero, Madera Blanca","Mandarina, Menta, Pomelo",,
One Million Estuche,Rabanne,Cofres de perfumes para hombre,Hombres,4.83,65,EDT 100 ml + DEO 150 ml,77.95,2000,EDT,Pack de productos / Set / Cofre,Amaderada Especiada,"Especias, Rosa, Canela","Pachulí, Ámbar, Cuero, Madera Blanca","Mandarina, Menta, Pomelo",,
Le Beau EDP,Jean Paul Gaultier,Perfumes para hombres,Hombres,4.9,30,75,59.95,4000,EDP,Vaporizador,Amaderado Ámbar,Haba Tonka,Sándalo,Coco,75.0,0.7993333333333333
Le Beau EDP,Jean Paul Gaultier,Perfumes para hombres,Hombres,4.9,30,125,81.95,4000,EDP,Vaporizador,Amaderado Ámbar,Haba Tonka,Sándalo,Coco,125.0,0.6556000000000001
Ultra Male EDT,Jean Paul Gaultier,Colonias para hombres,Hombres,4.7,40,40,32.9,2000,EDT,Vaporizador,Fougère,"Canela, Esclarea, Alcaravea","Vainilla, Cedro, Pachulí, Ámbar","Bergamota, Menta, Pera, Lavanda, Lima",40.0,0.8225
Ultra Male EDT,Jean Paul Gaultier,Colonias para hombres,Hombres,4.7,40,75,39.9,2000,EDT,Vaporizador,Fougère,"Canela, Esclarea, Alcaravea","Vainilla, Cedro, Pachulí, Ámbar","Bergamota, Menta, Pera, Lavanda, Lima",75.0,0.532
Ultra Male EDT,Jean Paul Gaultier,Colonias para hombres,Hombres,4.7,40,125,56.9,2000,EDT,Vaporizador,Fougère,"Canela, Esclarea, Alcaravea","Vainilla, Cedro, Pachulí, Ámbar","Bergamota, Menta, Pera, Lavanda, Lima",125.0,0.4552
Ultra Male EDT,Jean Paul Gaultier,Colonias para hombres,Hombres,4.7,40,200,75.99,2000,EDT,Vaporizador,Fougère,"Canela, Esclarea, Alcaravea","Vainilla, Cedro, Pachulí, Ámbar","Bergamota, Menta, Pera, Lavanda, Lima",200.0,0.37994999999999995
Invictus ,Rabanne,Colonias para hombres,Hombres,4.85,141,50,52.94,4000,EDT,Vaporizador,Amaderada Acuática,"Jazmín, Laurel","Pachulí, Musgo de Roble, Madera de Gaiac, Ámbar Gris","Mandarina, Toronja, Agua Marina",50.0,1.0588
Invictus ,Rabanne,Colonias para hombres,Hombres,4.85,141,100,69.94,4000,EDT,Vaporizador,Amaderada Acuática,"Jazmín, Laurel","Pachulí, Musgo de Roble, Madera de Gaiac, Ámbar Gris","Mandarina, Toronja, Agua Marina",100.0,0.6994
Invictus ,Rabanne,Colonias para hombres,Hombres,4.85,141,200,95.94,4000,EDT,Vaporizador,Amaderada Acuática,"Jazmín, Laurel","Pachulí, Musgo de Roble, Madera de Gaiac, Ámbar Gris","Mandarina, Toronja, Agua Marina",200.0,0.4797
MYSLF Le Parfum Perfume de Hombre ,Yves Saint Laurent,Perfumes para hombres,Hombres,5.0,1,40,50.94,1000,Parfum,Frasco,Floral Amaderado,,,,40.0,1.2734999999999999
MYSLF Le Parfum Perfume de Hombre ,Yves Saint Laurent,Perfumes para hombres,Hombres,5.0,1,60,63.94,1000,Parfum,Frasco,Floral Amaderado,,,,60.0,1.0656666666666665
MYSLF Le Parfum Perfume de Hombre ,Yves Saint Laurent,Perfumes para hombres,Hombres,5.0,1,100,79.94,1000,Parfum,Frasco,Floral Amaderado,,,,100.0,0.7994
Vive La Femme Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,,,30,2.99,,EDP,Frasco,Oriental,Jazmín,"Pachulí, Sándalo",Miel,30.0,0.09966666666666667
Yes I Am Delicious EDP,Cacharel,Perfumes de Mujer,Mujer,4.58,24,,19.95,464,EDP,Vaporizador,Floral oriental,"Jazmín, Flor de Azahar","Avellana, Chocolate, Madera de Sándalo","Mandarina, Cardamomo",,
YSL Myslf Eau de Parfum Recargable,Yves Saint Laurent,Perfumes para hombres,Hombres,4.71,14,60,52.94,3000,EDP,Standard,Floral Amaderado,Flor de Azahar,Acorde de madera,Bergamota,60.0,0.8823333333333333
YSL Myslf Eau de Parfum Recargable,Yves Saint Laurent,Perfumes para hombres,Hombres,4.71,14,100,74.93,3000,EDP,Standard,Floral Amaderado,Flor de Azahar,Acorde de madera,Bergamota,100.0,0.7493000000000001
YSL Myslf Eau de Parfum Recargable,Yves Saint Laurent,Perfumes para hombres,Hombres,4.71,14,150,77.95,3000,EDP,Standard,Floral Amaderado,Flor de Azahar,Acorde de madera,Bergamota,150.0,0.5196666666666667
Neceser Real Madrid EDT,Real Madrid,Colonias para hombres,Hombres,4.89,9,150,10.94,,EDT,Pack de productos / Set / Cofre,,,,,150.0,0.07293333333333334
Perfect Woman Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,4.88,26,30,2.99,1000,EDP,Frasco,,"Jazmín, Jengibre, Flor de Azahar","Cachemira, Vainilla, Ámbar","Mandarina, Bergamota",30.0,0.09966666666666667
Perfect Woman Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,4.88,26,200,13.89,1000,EDP,Frasco,,"Jazmín, Jengibre, Flor de Azahar","Cachemira, Vainilla, Ámbar","Mandarina, Bergamota",200.0,0.06945
L'imperatrice,Dolce & Gabbana,Perfumes de Mujer,Mujer,4.86,186,100,39.95,,EDT,Vaporizador,Amaderada Especiada,"Jazmín, Ciclamen, Sandía","Almizcle, Sándalo, Limón","Pimienta Rosa, Kiwi, Ruibarbo",100.0,0.3995
Idôle Eau de Parfum Estuche,Lancôme,Cofres de perfumes para mujer,Mujer,4.5,8,EDP 100 ml + Mini 10 ml + Máscara de Pestañas + Loción 50 ml,85.94,1000,EDP,Standard,Chipre Floral,"Jazmín, Rosa, Rosa Turca","Vainilla, Almizcle Blanco","Bergamota, Pera",,
For Her Eau de Parfum,Narciso Rodriguez,Perfumes de Mujer,Mujer,4.77,31,30,34.9,3000,EDP,Vaporizador,Chipre Floral,"Almizcle, Ámbar","Pachulí, Sándalo","Rosa, Durazno",30.0,1.1633333333333333
For Her Eau de Parfum,Narciso Rodriguez,Perfumes de Mujer,Mujer,4.77,31,50,49.9,3000,EDP,Vaporizador,Chipre Floral,"Almizcle, Ámbar","Pachulí, Sándalo","Rosa, Durazno",50.0,0.998
For Her Eau de Parfum,Narciso Rodriguez,Perfumes de Mujer,Mujer,4.77,31,100,74.9,3000,EDP,Vaporizador,Chipre Floral,"Almizcle, Ámbar","Pachulí, Sándalo","Rosa, Durazno",100.0,0.7490000000000001
For Her Eau de Parfum,Narciso Rodriguez,Perfumes de Mujer,Mujer,4.77,31,150,94.94,3000,EDP,Vaporizador,Chipre Floral,"Almizcle, Ámbar","Pachulí, Sándalo","Rosa, Durazno",150.0,0.6329333333333333
My Way Giorgio Armani Perfume de Mujer ,Armani,Perfumes de Mujer,Mujer,4.94,16,30,47.95,3000,EDP,Standard,Floral,"Jazmín, Flores Blancas, Tuberosa","Vainilla, Almizcle, Madera de Cedro","Bergamota, Flor de Azahar",30.0,1.5983333333333334
My Way Giorgio Armani Perfume de Mujer ,Armani,Perfumes de Mujer,Mujer,4.94,16,50,65.95,3000,EDP,Standard,Floral,"Jazmín, Flores Blancas, Tuberosa","Vainilla, Almizcle, Madera de Cedro","Bergamota, Flor de Azahar",50.0,1.319
My Way Giorgio Armani Perfume de Mujer ,Armani,Perfumes de Mujer,Mujer,4.94,16,90,89.95,3000,EDP,Standard,Floral,"Jazmín, Flores Blancas, Tuberosa","Vainilla, Almizcle, Madera de Cedro","Bergamota, Flor de Azahar",90.0,0.9994444444444445
My Way Giorgio Armani Perfume de Mujer ,Armani,Perfumes de Mujer,Mujer,4.94,16,100,69.94,3000,EDP,Standard,Floral,"Jazmín, Flores Blancas, Tuberosa","Vainilla, Almizcle, Madera de Cedro","Bergamota, Flor de Azahar",100.0,0.6994
La Vie est Belle Estuche de Perfume de Mujer,Lancôme,Cofres de perfumes para mujer,Mujer,4.83,6,EDP 50 ml + Mini + Máscara de Pestañas,65.95,1000,EDP,Pack de productos / Set / Cofre,,,,,,
La Vie est Belle Estuche de Perfume de Mujer,Lancôme,Cofres de perfumes para mujer,Mujer,4.83,6,EDP 100 ml + Mini 10 ml + Máscara de Pestañas + Loción 50 ml,89.95,1000,EDP,Pack de productos / Set / Cofre,,,,,,
La Vie est Belle Estuche de Perfume de Mujer,Lancôme,Cofres de perfumes para mujer,Mujer,4.83,6,EDP 100 ml + Gel 50 ml + Mini máscara de pestañas + mini 10 ml,84.94,1000,EDP,Pack de productos / Set / Cofre,,,,,,
Halloween EDT,Halloween,Perfumes de Mujer,Mujer,4.88,176,100,24.94,,EDT,Vaporizador,Oriental Floral,"Lirio de los Valles, Nardo, Violeta, Pimienta, Magnolia","Vainilla, Sándalo, Incienso, Mirra","Notas Marinas, Petitgrain, Violeta, Hoja de Plátano",100.0,0.2494
Halloween EDT,Halloween,Perfumes de Mujer,Mujer,4.88,176,100,24.94,,EDT,Vaporizador,Oriental Floral,"Lirio de los Valles, Nardo, Violeta, Pimienta, Magnolia","Vainilla, Sándalo, Incienso, Mirra","Notas Marinas, Petitgrain, Violeta, Hoja de Plátano",100.0,0.2494
Classic Black EDT,Jaguar,Colonias para hombres,Hombres,4.64,33,100,11.94,,EDT,Vaporizador,Oriental fougère,"Té, Cardamomo, Geranio, Nuez Moscada, Agua de Mar","Vetiver, Sándalo, Musgo de Roble, Haba Tonka, Cedro de Virginia, Almizcle Blanco","Mandarina, Naranja Amarga, Manzana",100.0,0.11939999999999999
Uomo Born in Roma Eau de Toilette Perfume de Hombre,Valentino,Colonias para hombres,Hombres,4.82,117,50,41.94,2000,EDT,Vaporizador,Amaderado aromático,"Salvia, Sales Minerales","Vetiver, Notas Amaderadas","Jengibre, Hojas de Violeta",50.0,0.8388
Uomo Born in Roma Eau de Toilette Perfume de Hombre,Valentino,Colonias para hombres,Hombres,4.82,117,100,59.94,2000,EDT,Vaporizador,Amaderado aromático,"Salvia, Sales Minerales","Vetiver, Notas Amaderadas","Jengibre, Hojas de Violeta",100.0,0.5993999999999999
Uomo Born in Roma Eau de Toilette Perfume de Hombre,Valentino,Colonias para hombres,Hombres,4.82,117,150,76.94,2000,EDT,Vaporizador,Amaderado aromático,"Salvia, Sales Minerales","Vetiver, Notas Amaderadas","Jengibre, Hojas de Violeta",150.0,0.5129333333333334
LoveMe The Onyx Eau de Parfum,Tous,Perfumes de Mujer,Mujer,4.94,52,30,29.95,4000,EDP,Frasco,Ámbar Floral,"Heliotropo, Orquídea","Vainilla, Vetiver, Sándalo","Pomelo, Peonía, Avellana",30.0,0.9983333333333333
LoveMe The Onyx Eau de Parfum,Tous,Perfumes de Mujer,Mujer,4.94,52,50,39.94,4000,EDP,Frasco,Ámbar Floral,"Heliotropo, Orquídea","Vainilla, Vetiver, Sándalo","Pomelo, Peonía, Avellana",50.0,0.7988
LoveMe The Onyx Eau de Parfum,Tous,Perfumes de Mujer,Mujer,4.94,52,90,53.94,4000,EDP,Frasco,Ámbar Floral,"Heliotropo, Orquídea","Vainilla, Vetiver, Sándalo","Pomelo, Peonía, Avellana",90.0,0.5993333333333333
Cool Woman Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,4.67,21,30,2.99,194,EDP,Frasco,Floral,"Iris, Rosa, Caramelo","Vainilla, Almizcle, Ámbar","Bergamota, Grosella Negra, Jazmín",30.0,0.09966666666666667
Cool Woman Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,4.67,21,200,13.89,194,EDP,Frasco,Floral,"Iris, Rosa, Caramelo","Vainilla, Almizcle, Ámbar","Bergamota, Grosella Negra, Jazmín",200.0,0.06945
Cool Woman Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,4.67,21,30,2.99,194,EDP,Frasco,Floral,"Iris, Rosa, Caramelo","Vainilla, Almizcle, Ámbar","Bergamota, Grosella Negra, Jazmín",30.0,0.09966666666666667
Cool Woman Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,4.67,21,200,13.89,194,EDP,Frasco,Floral,"Iris, Rosa, Caramelo","Vainilla, Almizcle, Ámbar","Bergamota, Grosella Negra, Jazmín",200.0,0.06945
Gucci Flora Gorgeous Gardenia Eau de Parfum Set para mujer,Gucci,Cofres de perfumes para mujer,Mujer,3.33,3,EDP 100 ml + 2 Minis,89.94,659,EDP,Pack de productos / Set / Cofre,,,,,,
Gucci Flora Gorgeous Gardenia Eau de Parfum Set para mujer,Gucci,Cofres de perfumes para mujer,Mujer,3.33,3,EDP 50 ml + Mini 10 ml,64.95,659,EDP,Pack de productos / Set / Cofre,,,,,,
Y Eau de Parfum Hombre,Yves Saint Laurent,Perfumes para hombres,Hombres,4.95,164,60,52.69,5000,EDP,Vaporizador,Fougère Amaderada,"Geranio, Salvia, Enebro","Cedro, Vetiver, Haba Tonka, Olibanum, Amberwood","Bergamota, Manzana, Jengibre",60.0,0.8781666666666667
Y Eau de Parfum Hombre,Yves Saint Laurent,Perfumes para hombres,Hombres,4.95,164,100,74.94,5000,EDP,Vaporizador,Fougère Amaderada,"Geranio, Salvia, Enebro","Cedro, Vetiver, Haba Tonka, Olibanum, Amberwood","Bergamota, Manzana, Jengibre",100.0,0.7494
Y Eau de Parfum Hombre,Yves Saint Laurent,Perfumes para hombres,Hombres,4.95,164,200,88.94,5000,EDP,Vaporizador,Fougère Amaderada,"Geranio, Salvia, Enebro","Cedro, Vetiver, Haba Tonka, Olibanum, Amberwood","Bergamota, Manzana, Jengibre",200.0,0.4447
Prestige Woman Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,,,30,2.99,,EDP,Frasco,Oriental,"Jazmín, Rosa","Vainilla, Pachulí, Vetiver","Bergamota, Naranja Amarga",30.0,0.09966666666666667
Prestige Woman Eau de Parfum,Saphir,Perfumes de Mujer,Mujer,,,30,2.99,,EDP,Frasco,Oriental,"Jazmín, Rosa","Vainilla, Pachulí, Vetiver","Bergamota, Naranja Amarga",30.0,0.09966666666666667
Gucci Flora Gorgeous Orchid Eau de Parfum,Gucci,Perfumes de Mujer,Mujer,4.0,1,30,44.94,1000,EDP,Frasco,Floral Gourmand,Orquídea de Vainilla,,Vainilla,30.0,1.498
Gucci Flora Gorgeous Orchid Eau de Parfum,Gucci,Perfumes de Mujer,Mujer,4.0,1,50,64.94,1000,EDP,Frasco,Floral Gourmand,Orquídea de Vainilla,,Vainilla,50.0,1.2988
Gucci Flora Gorgeous Orchid Eau de Parfum,Gucci,Perfumes de Mujer,Mujer,4.0,1,100,84.94,1000,EDP,Frasco,Floral Gourmand,Orquídea de Vainilla,,Vainilla,100.0,0.8493999999999999
Gucci Flora Gorgeous Orchid Eau de Parfum,Gucci,Perfumes de Mujer,Mujer,4.0,1,150,84.94,1000,EDP,Frasco,Floral Gourmand,Orquídea de Vainilla,,Vainilla,150.0,0.5662666666666667
Gucci Flora Gorgeous Orchid Eau de Parfum,Gucci,Perfumes de Mujer,Mujer,4.0,1,30,44.94,1000,EDP,Frasco,Floral Gourmand,Orquídea de Vainilla,,Vainilla,30.0,1.498
Gucci Flora Gorgeous Orchid Eau de Parfum,Gucci,Perfumes de Mujer,Mujer,4.0,1,50,64.94,1000,EDP,Frasco,Floral Gourmand,Orquídea de Vainilla,,Vainilla,50.0,1.2988
Gucci Flora Gorgeous Orchid Eau de Parfum,Gucci,Perfumes de Mujer,Mujer,4.0,1,100,84.94,1000,EDP,Frasco,Floral Gourmand,Orquídea de Vainilla,,Vainilla,100.0,0.8493999999999999
Gucci Flora Gorgeous Orchid Eau de Parfum,Gucci,Perfumes de Mujer,Mujer,4.0,1,150,84.94,1000,EDP,Frasco,Floral Gourmand,Orquídea de Vainilla,,Vainilla,150.0,0.5662666666666667
Tommy Girl EDT,Tommy Hilfiger,Perfumes de Mujer,Mujer,4.86,132,30,17.95,4000,EDT,Vaporizador,Floral Frutal,"Azucena, Violeta, Rosa, Menta, Toronja, Lima","Cedro, Sándalo, Cuero, Jazmín, Magnolia","Mandarina, Manzana, Grosella Negra, Flor de Manzano, Camelia",30.0,0.5983333333333333
Tommy Girl EDT,Tommy Hilfiger,Perfumes de Mujer,Mujer,4.86,132,50,19.95,4000,EDT,Vaporizador,Floral Frutal,"Azucena, Violeta, Rosa, Menta, Toronja, Lima","Cedro, Sándalo, Cuero, Jazmín, Magnolia","Mandarina, Manzana, Grosella Negra, Flor de Manzano, Camelia",50.0,0.39899999999999997
Tommy Girl EDT,Tommy Hilfiger,Perfumes de Mujer,Mujer,4.86,132,100,26.94,4000,EDT,Vaporizador,Floral Frutal,"Azucena, Violeta, Rosa, Menta, Toronja, Lima","Cedro, Sándalo, Cuero, Jazmín, Magnolia","Mandarina, Manzana, Grosella Negra, Flor de Manzano, Camelia",100.0,0.26940000000000003
Tommy Girl EDT,Tommy Hilfiger,Perfumes de Mujer,Mujer,4.86,132,200,49.95,4000,EDT,Vaporizador,Floral Frutal,"Azucena, Violeta, Rosa, Menta, Toronja, Lima","Cedro, Sándalo, Cuero, Jazmín, Magnolia","Mandarina, Manzana, Grosella Negra, Flor de Manzano, Camelia",200.0,0.24975000000000003
Tommy Girl EDT,Tommy Hilfiger,Perfumes de Mujer,Mujer,4.86,132,30,17.95,4000,EDT,Vaporizador,Floral Frutal,"Azucena, Violeta, Rosa, Menta, Toronja, Lima","Cedro, Sándalo, Cuero, Jazmín, Magnolia","Mandarina, Manzana, Grosella Negra, Flor de Manzano, Camelia",30.0,0.5983333333333333
Tommy Girl EDT,Tommy Hilfiger,Perfumes de Mujer,Mujer,4.86,132,50,19.95,4000,EDT,Vaporizador,Floral Frutal,"Azucena, Violeta, Rosa, Menta, Toronja, Lima","Cedro, Sándalo, Cuero, Jazmín, Magnolia","Mandarina, Manzana, Grosella Negra, Flor de Manzano, Camelia",50.0,0.39899999999999997
Tommy Girl EDT,Tommy Hilfiger,Perfumes de Mujer,Mujer,4.86,132,100,26.94,4000,EDT,Vaporizador,Floral Frutal,"Azucena, Violeta, Rosa, Menta, Toronja, Lima","Cedro, Sándalo, Cuero, Jazmín, Magnolia","Mandarina, Manzana, Grosella Negra, Flor de Manzano, Camelia",100.0,0.26940000000000003
Tommy Girl EDT,Tommy Hilfiger,Perfumes de Mujer,Mujer,4.86,132,200,49.95,4000,EDT,Vaporizador,Floral Frutal,"Azucena, Violeta, Rosa, Menta, Toronja, Lima","Cedro, Sándalo, Cuero, Jazmín, Magnolia","Mandarina, Manzana, Grosella Negra, Flor de Manzano, Camelia",200.0,0.24975000000000003
Invictus Eau de Toilette Estuche,Rabanne,Cofres de perfumes para hombre,Hombres,4.81,48,EDT 100 ml + Desodorante 150 ml + Mini,75.94,847,EDT,Pack de productos / Set / Cofre,Amaderada Acuática,"Jazmín, Laurel","Pachulí, Musgo de Roble, Madera de Gaiac, Ámbar Gris","Mandarina, Toronja, Agua Marina",,
Invictus Eau de Toilette Estuche,Rabanne,Cofres de perfumes para hombre,Hombres,4.81,48,EDT 100 ml + Desodorante 150 ml,75.95,847,EDT,Pack de productos / Set / Cofre,Amaderada Acuática,"Jazmín, Laurel","Pachulí, Musgo de Roble, Madera de Gaiac, Ámbar Gris","Mandarina, Toronja, Agua Marina",,
Pure XS EDT,Rabanne,Colonias para hombres,Hombres,4.83,29,50,38.94,1000,EDT,Vaporizador,Oriental Fresca,"Cuero, Canela, Vainilla, Manzana, Licor","Cachemira, Pachulí, Madera, Azúcar, Mirra","Bergamota, Pomelo, Tomillo, Jengibre",50.0,0.7787999999999999
Pure XS EDT,Rabanne,Colonias para hombres,Hombres,4.83,29,100,49.94,1000,EDT,Vaporizador,Oriental Fresca,"Cuero, Canela, Vainilla, Manzana, Licor","Cachemira, Pachulí, Madera, Azúcar, Mirra","Bergamota, Pomelo, Tomillo, Jengibre",100.0,0.49939999999999996
Pure XS EDT,Rabanne,Colonias para hombres,Hombres,4.83,29,150,61.94,1000,EDT,Vaporizador,Oriental Fresca,"Cuero, Canela, Vainilla, Manzana, Licor","Cachemira, Pachulí, Madera, Azúcar, Mirra","Bergamota, Pomelo, Tomillo, Jengibre",150.0,0.4129333333333333
 Armani Code Le Parfum EDP ,Armani,Perfumes para hombres,Hombres,4.81,64,50,49.94,3000,EDP,Frasco,,"Iris, Esclarea, Raíz de Lirio, Aldehídos","Cedro, Haba Tonka",Bergamota,50.0,0.9987999999999999
 Armani Code Le Parfum EDP ,Armani,Perfumes para hombres,Hombres,4.81,64,75,59.94,3000,EDP,Frasco,,"Iris, Esclarea, Raíz de Lirio, Aldehídos","Cedro, Haba Tonka",Bergamota,75.0,0.7992
 Armani Code Le Parfum EDP ,Armani,Perfumes para hombres,Hombres,4.81,64,125,74.89,3000,EDP,Frasco,,"Iris, Esclarea, Raíz de Lirio, Aldehídos","Cedro, Haba Tonka",Bergamota,125.0,0.59912
 Armani Code Le Parfum EDP ,Armani,Perfumes para hombres,Hombres,4.81,64,150,74.94,3000,EDP,Frasco,,"Iris, Esclarea, Raíz de Lirio, Aldehídos","Cedro, Haba Tonka",Bergamota,150.0,0.4996
 Armani Code Le Parfum EDP ,Armani,Perfumes para hombres,Hombres,4.81,64,50,49.94,3000,EDP,Frasco,,"Iris, Esclarea, Raíz de Lirio, Aldehídos","Cedro, Haba Tonka",Bergamota,50.0,0.9987999999999999
 Armani Code Le Parfum EDP ,Armani,Perfumes para hombres,Hombres,4.81,64,75,59.94,3000,EDP,Frasco,,"Iris, Esclarea, Raíz de Lirio, Aldehídos","Cedro, Haba Tonka",Bergamota,75.0,0.7992
 Armani Code Le Parfum EDP ,Armani,Perfumes para hombres,Hombres,4.81,64,125,74.89,3000,EDP,Frasco,,"Iris, Esclarea, Raíz de Lirio, Aldehídos","Cedro, Haba Tonka",Bergamota,125.0,0.59912
 Armani Code Le Parfum EDP ,Armani,Perfumes para hombres,Hombres,4.81,64,150,74.94,3000,EDP,Frasco,,"Iris, Esclarea, Raíz de Lirio, Aldehídos","Cedro, Haba Tonka",Bergamota,150.0,0.4996
Classique EDT,Jean Paul Gaultier,Perfumes de Mujer,Mujer,4.91,35,30,32.95,2000,EDT,Vaporizador,Oriental Floral,"Jazmín, Jengibre, Ylang Ylang, Tuberosa","Vainilla, Cedro, Ámbar, Canela","Mandarina, Limón, Bergamota, Flor de Azahar",30.0,1.0983333333333334
Classique EDT,Jean Paul Gaultier,Perfumes de Mujer,Mujer,4.91,35,50,50.89,2000,EDT,Vaporizador,Oriental Floral,"Jazmín, Jengibre, Ylang Ylang, Tuberosa","Vainilla, Cedro, Ámbar, Canela","Mandarina, Limón, Bergamota, Flor de Azahar",50.0,1.0178
Classique EDT,Jean Paul Gaultier,Perfumes de Mujer,Mujer,4.91,35,100,64.95,2000,EDT,Vaporizador,Oriental Floral,"Jazmín, Jengibre, Ylang Ylang, Tuberosa","Vainilla, Cedro, Ámbar, Canela","Mandarina, Limón, Bergamota, Flor de Azahar",100.0,0.6495000000000001
Stronger With You Emporio Armani ,Armani,Colonias para hombres,Hombres,4.93,121,30,34.92,2000,EDT,Vaporizador,Fougère oriental,Salvia,"Vainilla, Castaña","Pimienta Rosa, Cardamomo",30.0,1.1640000000000001
Stronger With You Emporio Armani ,Armani,Colonias para hombres,Hombres,4.93,121,50,41.94,2000,EDT,Vaporizador,Fougère oriental,Salvia,"Vainilla, Castaña","Pimienta Rosa, Cardamomo",50.0,0.8388
Stronger With You Emporio Armani ,Armani,Colonias para hombres,Hombres,4.93,121,100,54.94,2000,EDT,Vaporizador,Fougère oriental,Salvia,"Vainilla, Castaña","Pimienta Rosa, Cardamomo",100.0,0.5494
Stronger With You Emporio Armani ,Armani,Colonias para hombres,Hombres,4.93,121,150,69.95,2000,EDT,Vaporizador,Fougère oriental,Salvia,"Vainilla, Castaña","Pimienta Rosa, Cardamomo",150.0,0.4663333333333334
Stronger With You Emporio Armani ,Armani,Colonias para hombres,Hombres,4.93,121,30,34.92,2000,EDT,Vaporizador,Fougère oriental,Salvia,"Vainilla, Castaña","Pimienta Rosa, Cardamomo",30.0,1.1640000000000001
Stronger With You Emporio Armani ,Armani,Colonias para hombres,Hombres,4.93,121,50,41.94,2000,EDT,Vaporizador,Fougère oriental,Salvia,"Vainilla, Castaña","Pimienta Rosa, Cardamomo",50.0,0.8388
Stronger With You Emporio Armani ,Armani,Colonias para hombres,Hombres,4.93,121,100,54.94,2000,EDT,Vaporizador,Fougère oriental,Salvia,"Vainilla, Castaña","Pimienta Rosa, Cardamomo",100.0,0.5494
